Train No,Station Code,Halt
22968,PPI,2
22968,ET,10
22968,KNW,5
22968,BSL,10
22968,JL,5
22968,AN,2
22968,NDB,5
22968,ST,5
22968,BH,1
22968,BRC,5
22968,ANND,1
22968,ND,1
22968,ADI,0
22969,OKHA,120
22969,DWK,2
22969,KMBL,2
22969,JAM,2
22969,HAPA,2
22969,RJT,10
22969,SUNR,2
22969,VG,2
22969,ADI,25
22969,ANND,2
22969,BRC,15
22969,RTM,10
22969,NAD,2
22969,KOTA,10
22969,SWM,5
22969,GGC,5
22969,AF,10
22969,TDL,10
22969,CNB,7
22969,ALD,10
22969,JNH,1
22969,BOY,2
22969,BSB,0
22970,BSB,120
22970,BOY,2
22970,JNH,2
22970,ALD,20
22970,CNB,5
22970,TDL,5
22970,AF,5
22970,GGC,5
22970,SWM,5
22970,KOTA,10
22970,NAD,2
22970,RTM,10
22970,BRC,15
22970,ANND,2
22970,ADI,20
22970,VG,2
22970,SUNR,2
22970,RJT,5
22970,HAPA,10
22970,JAM,5
22970,KMBL,2
22970,DWK,5
22970,OKHA,0
22971,BDTS,120
22971,BVI,4
22971,VAPI,5
22971,BL,5
22971,UDN,10
22971,NDB,5
22971,BSL,10
22971,ET,10
22971,NU,2
22971,JBP,10
22971,KTE,5
22971,STA,10
22971,MGS,10
22971,PNBE,0
22972,PNBE,120
22972,MGS,10
22972,STA,10
22972,KTE,5
22972,JBP,10
22972,NU,2
22972,ET,10
22972,BSL,10
22972,NDB,5
22972,UDN,10
22972,BL,5
22972,VAPI,7
22972,BVI,3
22972,BDTS,0
22973,GIMB,120
22973,BCOB,2
22973,SIOB,2
22973,VG,2
22973,ADI,20
22973,ND,2
22973,ANND,2
22973,BRC,5
22973,ST,15
22973,NDB,5
22973,AN,3
22973,JL,5
22973,BSL,10
22973,MKU,2
22973,AK,5
22973,BD,5
22973,WR,3
22973,NGP,10
22973,G,2
22973,DURG,5
22973,R,25
22973,MSMD,2
22973,KBJ,10
22973,TIG,10
22973,KSNG,2
22973,MNGD,2
22973,RGDA,15
22973,PVP,2
22973,VZM,25
22973,CHE,2
22973,PSA,2
22973,SPT,2
22973,BAM,5
22973,CAP,2
22973,BALU,2
22973,KUR,25
22973,SIL,2
22973,PURI,0
22974,PURI,120
22974,SIL,2
22974,KUR,25
22974,BALU,2
22974,CAP,2
22974,BAM,5
22974,SPT,2
22974,PSA,2
22974,CHE,2
22974,VZM,25
22974,PVP,2
22974,RGDA,15
22974,MNGD,2
22974,KSNG,2
22974,TIG,10
22974,KBJ,10
22974,MSMD,2
22974,R,25
22974,DURG,5
22974,G,2
22974,NGP,10
22974,WR,2
22974,BD,3
22974,AK,5
22974,MKU,2
22974,BSL,10
22974,JL,5
22974,AN,2
22974,NDB,5
22974,ST,5
22974,BRC,5
22974,ANND,2
22974,ND,2
22974,ADI,20
22974,VG,2
22974,SIOB,2
22974,BCOB,2
22974,GIMB,0
22981,KOTA,120
22981,KPTN,2
22981,LKE,2
22981,IDG,2
22981,SWM,15
22981,CKB,2
22981,ISA,2
22981,BNLW,1
22981,DPA,3
22981,JP,10
22981,JOB,2
22981,FL,2
22981,SBR,2
22981,NAC,2
22981,MKN,3
22981,DNA,3
22981,NGO,5
22981,NOK,2
22981,DSO,2
22981,BKN,10
22981,LGH,2
22981,LKS,2
22981,MHJ,2
22981,SOG,5
22981,PGK,2
22981,HMH,20
22981,SDS,2
22981,SGNR,0
22982,SGNR,120
22982,SDS,2
22982,HMH,20
22982,PGK,2
22982,SOG,5
22982,MHJ,2
22982,LKS,2
22982,LGH,2
22982,BKN,15
22982,DSO,2
22982,NOK,2
22982,NGO,5
22982,DNA,3
22982,MKN,3
22982,NAC,2
22982,SBR,2
22982,FL,2
22982,JOB,1
22982,JP,10
22982,DPA,3
22982,BNLW,2
22982,ISA,2
22982,CKB,1
22982,SWM,10
22982,IDG,2
22982,LKE,1
22982,KPTN,2
22982,KOTA,0
22983,KOTA,120
22983,ATH,2
22983,BAZ,2
22983,CAG,2
22983,RTA,10
22983,KHRJ,2
22983,CBK,2
22983,BRRG,2
22983,PFR,2
22983,SFW,2
22983,SFY,2
22983,MKC,2
22983,DWX,2
22983,INDB,0
22989,BDTS,120
22989,BVI,2
22989,VAPI,2
22989,ST,5
22989,BRC,5
22989,ANND,2
22989,ADI,20
22989,VG,2
22989,SRGT,1
22989,BTD,2
22989,DLJ,1
22989,DAS,1
22989,LMO,1
22989,SVKD,1
22989,RLA,2
22989,MHV,0
22990,MHV,120
22990,RLA,1
22990,SVKD,1
22990,LMO,1
22990,DAS,1
22990,DLJ,1
22990,BTD,2
22990,SRGT,1
22990,VG,2
22990,ADI,20
22990,ANND,2
22990,BRC,5
22990,ST,5
22990,VAPI,2
22990,BVI,3
22990,BDTS,0
22991,BDTS,120
22991,BVI,2
22991,VAPI,2
22991,ST,5
22991,BRC,5
22991,ADI,20
22991,SUNR,2
22991,WKR,2
22991,RJT,5
22991,JLR,5
22991,JND,2
22991,VRL,0
22992,VRL,120
22992,JND,2
22992,JLR,10
22992,RJT,5
22992,WKR,2
22992,SUNR,2
22992,ADI,20
22992,BRC,5
22992,ST,5
22992,VAPI,2
22992,BVI,3
22992,BDTS,0
22993,BDTS,120
22993,BVI,2
22993,VAPI,2
22993,ST,5
22993,BRC,5
22993,ANND,2
22993,ADI,20
22993,VG,2
22993,SRGT,1
22993,BTD,2
22993,DLJ,2
22993,DAS,2
22993,SVKD,1
22993,RLA,2
22993,MHV,0
22994,MHV,120
22994,RLA,2
22994,SVKD,1
22994,DAS,2
22994,DLJ,2
22994,BTD,2
22994,SRGT,1
22994,VG,2
22994,ADI,20
22994,ANND,2
22994,BRC,5
22994,ST,5
22994,VAPI,2
22994,BVI,3
22994,BDTS,0
22995,COR,120
22995,BHL,5
22995,BJNR,2
22995,AII,0
22996,AII,120
22996,BJNR,2
22996,BHL,5
22996,COR,0
23141,RQJ,120
23141,JPG,5
23141,HDB,0
23142,HDB,120
23142,JPG,5
23142,RQJ,0
23225,SHC,120
23225,SBM,2
23225,SBV,2
23225,KFA,2
23225,DHT,2
23225,BHB,2
23225,MNE,2
23225,KGG,5
23225,SKJ,2
23225,BGS,2
23225,BJU,490
23226,BJU,120
23226,BGS,2
23226,SKJ,2
23226,KGG,3
23226,MNE,3
23226,BHB,2
23226,DHT,2
23226,KFA,2
23226,SBV,2
23226,SBM,2
23226,SHC,0
23345,CPU,120
23345,OBR,2
23345,KRLR,2
23345,ANPR,2
23345,KRSL,2
23345,SKTN,0
23346,SKTN,120
23346,KRSL,2
23346,ANPR,2
23346,KRLR,2
23346,OBR,2
23346,CPU,0
23347,SGRL,120
23347,OBR,2
23347,CPU,25
23347,RNQ,5
23347,DXN,2
23347,WDM,2
23347,NUQ,2
23347,RMF,2
23347,MQX,2
23347,GHQ,2
23347,GHD,0
23348,GHD,120
23348,GHQ,2
23348,MQX,2
23348,RMF,2
23348,NUQ,2
23348,WDM,2
23348,DXN,2
23348,RNQ,5
23348,CPU,20
23348,OBR,2
23348,SGRL,0
24041,NBD,120
24041,SNX,2
24041,KTW,0
24042,KTW,120
24042,SNX,2
24042,NBD,0
24227,BSB,120
24227,BTP,1
24227,JLL,1
24227,JOP,2
24227,SKN,1
24227,KEPR,1
24227,LBA,1
24227,SLN,2
24227,MFKA,1
24227,NHH,2
24227,AKJ,1
24227,HGH,1
24227,LKO,10
24227,ON,2
24227,CNB,0
24228,CNB,120
24228,ON,2
24228,LKO,15
24228,HGH,2
24228,AKJ,1
24228,NHH,2
24228,MFKA,1
24228,SLN,2
24228,LBA,1
24228,KEPR,1
24228,SKN,1
24228,JOP,2
24228,JLL,3
24228,BTP,1
24228,BSB,0
24369,SKTN,120
24369,KRSL,2
24369,ANPR,2
24369,KRLR,2
24369,MCQ,2
24369,OBR,2
24369,CPU,30
24369,AGY,2
24369,CUK,2
24369,RBGJ,2
24369,LUSA,2
24369,SKGH,2
24369,CAR,10
24369,MZP,5
24369,BDL,2
24369,MNF,2
24369,MJA,2
24369,NYN,2
24369,ALD,35
24369,PRG,2
24369,PFM,1
24369,RMC,1
24369,LGO,1
24369,KHNM,1
24369,GRMR,1
24369,PQN,1
24369,UCR,1
24369,LMN,1
24369,RBL,5
24369,HCP,1
24369,BCN,1
24369,NHN,1
24369,LKO,10
24369,AMG,1
24369,SAN,2
24369,HRI,5
24369,SPN,5
24369,BE,0
24370,BE,120
24370,SPN,3
24370,HRI,2
24370,SAN,2
24370,AMG,1
24370,LKO,10
24370,NHN,1
24370,BCN,2
24370,HCP,1
24370,RBL,5
24370,LMN,1
24370,UCR,2
24370,PQN,1
24370,GRMR,1
24370,KHNM,1
24370,LGO,1
24370,RMC,1
24370,PFM,2
24370,PRG,2
24370,ALD,25
24370,NYN,2
24370,MJA,2
24370,MNF,2
24370,BDL,2
24370,MZP,5
24370,CAR,10
24370,SKGH,2
24370,LUSA,2
24370,RBGJ,2
24370,CUK,2
24370,AGY,2
24370,CPU,10
24370,OBR,2
24370,MCQ,2
24370,KRLR,2
24370,ANPR,2
24370,KRSL,2
24370,SKTN,0
24887,HW,120
24887,JWP,2
24887,RK,3
24887,SRE,10
24887,YJUD,5
24887,UMB,80
24888,UMB,120
24888,YJUD,2
24888,SRE,10
24888,RK,3
24888,JWP,2
24888,HW,0
25013,MB,120
25013,KPV,16
25013,RMR,0
25014,RMR,120
25014,KPV,5
25014,MB,0
25035,MB,120
25035,KPV,3
25035,RMR,0
25036,RMR,120
25036,KPV,8
25036,MB,0
25201,SGL,120
25201,MJL,2
25201,BTH,5
25201,CAI,2
25201,SAHI,2
25201,NKE,0
25202,NKE,120
25202,SAHI,2
25202,CAI,2
25202,BTH,5
25202,MJL,2
25202,SGL,0
25631,BKN,120
25631,NOK,2
25631,NGO,5
25631,MTD,1245
25632,MTD,120
25632,NGO,5
25632,NOK,2
25632,BKN,1010
25657,SDAH,120
25657,DAKE,1
25657,BWN,8
25657,BHP,5
25657,AMP,2
25657,SNT,2
25657,RPH,2
25657,MRR,2
25657,PKR,2
25657,NFK,2
25657,MLDT,20
25657,SM,2
25657,AZR,2
25657,BOE,2
25657,DLK,2
25657,KNE,2
25657,AUB,2
25657,NJP,15
25657,JPE,2
25657,DQG,2
25657,FLK,2
25657,NCB,5
25657,NOQ,5
25657,KAMG,2
25657,GOGH,2
25657,FKM,2
25657,KOJ,2
25657,NBQ,10
25657,BPRD,5
25657,NLV,2
25657,RNY,10
25657,KYQ,5
25657,GHY,35
25657,LMG,30
25657,NHLG,10
25657,BPB,30
25657,SCL,0
25658,SCL,120
25658,BPB,30
25658,NHLG,10
25658,LMG,45
25658,GHY,30
25658,KYQ,5
25658,RNY,10
25658,NLV,2
25658,BPRD,5
25658,NBQ,10
25658,KOJ,2
25658,FKM,2
25658,GOGH,2
25658,KAMG,2
25658,NOQ,5
25658,NCB,5
25658,FLK,2
25658,DQG,2
25658,JPE,2
25658,NJP,15
25658,AUB,2
25658,KNE,5
25658,DLK,2
25658,BOE,2
25658,AZR,2
25658,SM,2
25658,MLDT,25
25658,NFK,2
25658,PKR,1
25658,MRR,1
25658,RPH,2
25658,SNT,1
25658,AMP,1
25658,BHP,5
25658,BWN,5
25658,DAKE,2
25658,SDAH,0
28181,BJU,120
28181,BGS,2
28181,LKN,2
28181,SKJ,2
28181,KGG,5
28181,MNE,5
28181,MSK,2
28181,NNR,2
28181,THB,2
28181,NNA,2
28181,KUE,2
28181,CRR,2
28181,SMO,2
28181,KIR,0
28182,KIR,120
28182,SMO,2
28182,CRR,2
28182,KUE,2
28182,NNA,2
28182,THB,2
28182,NNR,2
28182,MSK,2
28182,MNE,2
28182,KGG,3
28182,SKJ,2
28182,LKN,2
28182,BGS,2
28182,BJU,0
29019,MDS,120
29019,NMH,2
29019,NBH,1
29019,COR,10
29019,MLGH,2
29019,SMPA,2
29019,BUDI,2
29019,KOTA,0
29020,KOTA,120
29020,BUDI,2
29020,SMPA,2
29020,MLGH,2
29020,COR,10
29020,NBH,1
29020,NMH,2
29020,MDS,0
30111,BLN,120
30111,LKF,1
30111,TLG,1
30111,NACC,1
30111,MJT,12
30111,RMTR,1
30111,KIRP,1
30111,PPGT,12
30111,EDG,1
30111,BBDB,7
30111,BZB,1
30111,SOLA,1
30111,BBR,1
30111,TALA,1
30111,KOAA,1
30111,PTKR,1
30111,DDJ,1
30111,BLH,1
30111,AGP,1
30111,SEP,1
30111,KDH,1
30111,TGH,1
30111,BP,0
30112,BP,120
30112,TGH,1
30112,KDH,1
30112,SEP,1
30112,AGP,1
30112,BLH,1
30112,DDJ,1
30112,PTKR,1
30112,KOAA,1
30112,TALA,20
30112,BBR,1
30112,SOLA,1
30112,BZB,1
30112,BBDB,12
30112,EDG,1
30112,PPGT,1
30112,KIRP,1
30112,RMTR,1
30112,MJT,0
30116,BP,120
30116,TGH,1
30116,KDH,1
30116,SEP,1
30116,AGP,1
30116,BLH,1
30116,DDJ,1
30116,PTKR,1
30116,KOAA,1
30116,TALA,1
30116,BBR,1
30116,SOLA,1
30116,BZB,1
30116,BBDB,0
30121,NACC,120
30121,MJT,1
30121,RMTR,1
30121,KIRP,1
30121,PPGT,1
30121,EDG,1
30121,BBDB,1
30121,BZB,1
30121,SOLA,1
30121,BBR,1
30121,TALA,6
30121,KOAA,1
30121,PTKR,1
30121,DDJ,1
30121,BLH,1
30121,AGP,1
30121,SEP,1
30121,KDH,1
30121,TGH,1
30121,BP,1
30121,PTF,1
30121,IP,1
30121,SNR,1
30121,JGDL,1
30121,KNR,1
30121,NH,0
30122,NH,120
30122,KNR,1
30122,JGDL,1
30122,SNR,1
30122,IP,1
30122,PTF,1
30122,BP,1
30122,TGH,1
30122,KDH,1
30122,SEP,1
30122,AGP,1
30122,BLH,1
30122,DDJ,1
30122,PTKR,1
30122,KOAA,1
30122,TALA,1
30122,BBR,1
30122,SOLA,1
30122,BZB,1
30122,BBDB,1
30122,EDG,1
30122,PPGT,9
30122,KIRP,1
30122,RMTR,1
30122,MJT,5
30122,NACC,1
30122,TLG,1
30122,LKF,1
30122,BLN,0
30123,MJT,120
30123,RMTR,1
30123,KIRP,1
30123,PPGT,1
30123,EDG,1
30123,BBDB,1
30123,BZB,1
30123,SOLA,1
30123,BBR,1
30123,TALA,1
30123,KOAA,1
30123,PTKR,1
30123,DDJ,1
30123,BLH,1
30123,AGP,1
30123,SEP,1
30123,KDH,1
30123,TGH,1
30123,BP,1
30123,PTF,1
30123,IP,1
30123,SNR,1
30123,JGDL,1
30123,KNR,1
30123,NH,0
30128,KLYM,120
30128,KLYG,1
30128,KLYS,1
30128,KYI,1
30128,KPA,1
30128,HLR,1
30128,NH,1
30128,KNR,1
30128,JGDL,1
30128,SNR,1
30128,IP,1
30128,PTF,1
30128,BP,1
30128,TGH,1
30128,KDH,1
30128,SEP,1
30128,AGP,1
30128,BLH,1
30128,DDJ,1
30128,PTKR,1
30128,KOAA,1
30128,TALA,1
30128,BBR,6
30128,SOLA,1
30128,BZB,1
30128,BBDB,1
30128,EDG,1
30128,PPGT,6
30128,KIRP,1
30128,RMTR,1
30128,MJT,1
30128,NACC,0
30135,MJT,120
30135,RMTR,1
30135,KIRP,1
30135,PPGT,4
30135,EDG,1
30135,BBDB,1
30135,BZB,1
30135,SOLA,1
30135,BBR,1
30135,TALA,5
30135,KOAA,1
30135,PTKR,1
30135,DDJ,1
30135,BLH,1
30135,AGP,1
30135,SEP,1
30135,KDH,1
30135,TGH,1
30135,BP,1
30135,PTF,1
30135,IP,1
30135,SNR,1
30135,JGDL,1
30135,KNR,1
30135,NH,1
30135,HLR,1
30135,KPA,1
30135,KYI,1
30135,MPJ,1
30135,SMX,1
30135,PXR,1
30135,CDH,1
30135,PDX,1
30135,RHA,0
30142,GEDE,120
30142,HRSR,1
30142,BPN,1
30142,MIJ,1
30142,TNX,1
30142,MYHT,1
30142,BGL,1
30142,BHNA,1
30142,BHGH,1
30142,AG,1
30142,PNCB,1
30142,BNKA,1
30142,RHA,1
30142,PDX,1
30142,CDH,1
30142,PXR,1
30142,SMX,1
30142,MPJ,1
30142,KYI,1
30142,KPA,1
30142,HLR,1
30142,NH,1
30142,SNR,1
30142,IP,1
30142,PTF,1
30142,BP,1
30142,SEP,1
30142,AGP,1
30142,BLH,1
30142,DDJ,2
30142,PTKR,1
30142,KOAA,1
30142,TALA,1
30142,BBR,1
30142,SOLA,1
30142,BZB,1
30142,BBDB,1
30142,EDG,1
30142,PPGT,1
30142,KIRP,1
30142,RMTR,1
30142,MJT,0
30145,BBDB,120
30145,BZB,1
30145,SOLA,1
30145,BBR,1
30145,TALA,1
30145,KOAA,1
30145,PTKR,1
30145,DDJ,1
30145,BLH,1
30145,AGP,1
30145,SEP,1
30145,KDH,1
30145,TGH,1
30145,BP,1
30145,PTF,1
30145,IP,1
30145,SNR,1
30145,JGDL,1
30145,KNR,1
30145,NH,1
30145,HLR,1
30145,KPA,1
30145,KYI,1
30145,MPJ,1
30145,SMX,1
30145,PXR,1
30145,CDH,1
30145,PDX,1
30145,RHA,1
30145,KLNP,1
30145,BIJ,1
30145,THP,1
30145,BDZ,1
30145,KNJ,0
30152,NH,120
30152,KNR,1
30152,JGDL,1
30152,SNR,1
30152,IP,1
30152,PTF,1
30152,BP,1
30152,TGH,1
30152,KDH,1
30152,SEP,1
30152,AGP,1
30152,BLH,1
30152,DDJ,1
30152,BNXR,1
30152,SGBA,1
30152,PQS,1
30152,BLN,1
30152,LKF,1
30152,TLG,1
30152,NACC,1
30152,MJT,0
30154,NH,120
30154,KNR,1
30154,JGDL,1
30154,SNR,1
30154,IP,1
30154,PTF,1
30154,BP,1
30154,TGH,1
30154,KDH,1
30154,SEP,1
30154,AGP,1
30154,BLH,1
30154,DDJ,1
30154,BNXR,1
30154,SGBA,1
30154,PQS,1
30154,BLN,1
30154,LKF,1
30154,TLG,1
30154,NACC,1
30154,MJT,0
30211,BBDB,120
30211,BZB,1
30211,SOLA,1
30211,BBR,1
30211,TALA,1
30211,KOAA,1
30211,PTKR,1
30211,DDJ,0
30311,PPGT,120
30311,EDG,1
30311,BBDB,1
30311,BZB,1
30311,SOLA,1
30311,BBR,1
30311,TALA,1
30311,KOAA,1
30311,PTKR,1
30311,DDJ,2
30311,DDC,1
30311,DGNR,1
30311,BBT,1
30311,BRPK,1
30311,NBE,1
30311,MMG,1
30311,HHR,1
30311,BT,0
30312,BT,120
30312,HHR,1
30312,MMG,1
30312,NBE,1
30312,BRPK,1
30312,BBT,1
30312,DGNR,1
30312,DDC,1
30312,DDJ,1
30312,PTKR,1
30312,KOAA,1
30312,TALA,2
30312,BBR,1
30312,SOLA,1
30312,BZB,1
30312,BBDB,1
30312,EDG,1
30312,PPGT,1
30312,KIRP,1
30312,RMTR,1
30312,MJT,0
30313,MJT,120
30313,RMTR,1
30313,KIRP,1
30313,PPGT,1
30313,EDG,1
30313,BBDB,1
30313,BZB,1
30313,SOLA,1
30313,BBR,1
30313,TALA,1
30313,KOAA,1
30313,PTKR,1
30313,DDJ,1
30313,DDC,1
30313,DGNR,1
30313,BBT,1
30313,BRPK,1
30313,NBE,1
30313,MMG,1
30313,HHR,1
30313,BT,0
30314,DTK,120
30314,BMG,1
30314,BT,1
30314,HHR,1
30314,MMG,1
30314,NBE,1
30314,BRPK,1
30314,BBT,1
30314,DGNR,1
30314,DDC,1
30314,DDJ,1
30314,PTKR,1
30314,KOAA,1
30314,TALA,1
30314,BBR,1
30314,SOLA,1
30314,BZB,1
30314,BBDB,4
30314,EDG,1
30314,PPGT,1
30314,KIRP,1
30314,RMTR,1
30314,MJT,0
30317,MJT,120
30317,RMTR,1
30317,KIRP,1
30317,PPGT,1
30317,EDG,1
30317,BBDB,5
30317,BZB,1
30317,SOLA,1
30317,BBR,1
30317,TALA,1
30317,KOAA,1
30317,PTKR,1
30317,DDJ,1
30317,DDC,1
30317,DGNR,1
30317,BBT,1
30317,BRPK,1
30317,NBE,1
30317,MMG,1
30317,HHR,1
30317,BT,1
30317,BMG,1
30317,DTK,0
30321,MJT,120
30321,RMTR,1
30321,KIRP,1
30321,PPGT,1
30321,EDG,1
30321,BBDB,1
30321,BZB,1
30321,SOLA,1
30321,BBR,1
30321,TALA,6
30321,KOAA,1
30321,PTKR,1
30321,DDJ,1
30321,DDC,1
30321,BBT,1
30321,MMG,1
30321,BT,1
30321,KZPR,1
30321,KBGH,1
30321,BHKA,1
30321,SXC,1
30321,BGRD,1
30321,LBTL,1
30321,BSLA,1
30321,HRO,1
30321,KMZA,1
30321,MPE,1
30321,GGV,1
30321,CQR,1
30321,BBLA,1
30321,BSHT,1
30321,MPN,1
30321,NMDR,1
30321,TKF,1
30321,HNB,690
30322,HNB,120
30322,TKF,1
30322,NMDR,1
30322,MPN,1
30322,BSHT,1
30322,BBLA,1
30322,CQR,1
30322,GGV,1
30322,MPE,1
30322,KMZA,1
30322,HRO,1
30322,BSLA,1
30322,LBTL,1
30322,BGRD,1
30322,SXC,1
30322,BHKA,1
30322,KBGH,1
30322,KZPR,1
30322,BT,1
30322,HHR,1
30322,MMG,1
30322,NBE,1
30322,BRPK,1
30322,BBT,1
30322,DGNR,1
30322,DDC,1
30322,DDJ,1
30322,PTKR,1
30322,KOAA,1
30322,TALA,1
30322,BBR,1
30322,SOLA,1
30322,BZB,1
30322,BBDB,0
30324,HNB,120
30324,TKF,1
30324,NMDR,1
30324,MPN,1
30324,BSHT,3
30324,BBLA,1
30324,CQR,1
30324,GGV,1
30324,MPE,1
30324,KMZA,1
30324,HRO,1
30324,BSLA,1
30324,LBTL,1
30324,BGRD,1
30324,SXC,1
30324,BHKA,1
30324,KBGH,1
30324,KZPR,1
30324,BT,1
30324,HHR,1
30324,MMG,1
30324,NBE,1
30324,BRPK,1
30324,BBT,1
30324,DGNR,1
30324,DDC,1
30324,DDJ,1
30324,PTKR,1
30324,KOAA,1
30324,TALA,1
30324,BBR,1
30324,SOLA,1
30324,BZB,1
30324,BBDB,27
30324,EDG,1
30324,PPGT,0
30331,MJT,120
30331,RMTR,1
30331,KIRP,1
30331,PPGT,1
30331,EDG,1
30331,BBDB,4
30331,BZB,1
30331,SOLA,1
30331,BBR,1
30331,TALA,1
30331,KOAA,1
30331,PTKR,1
30331,DDJ,1
30331,DDC,1
30331,DGNR,1
30331,BBT,1
30331,BRPK,1
30331,NBE,1
30331,MMG,1
30331,HHR,1
30331,BT,1
30331,BMG,1
30331,DTK,1
30331,BIRA,1
30331,GUMA,1
30331,ASKR,1
30331,HB,0
30332,HB,120
30332,ASKR,1
30332,GUMA,1
30332,BIRA,1
30332,DTK,1
30332,BMG,1
30332,BT,1
30332,HHR,1
30332,MMG,1
30332,NBE,1
30332,BRPK,1
30332,BBT,1
30332,DGNR,1
30332,DDC,1
30332,DDJ,1
30332,PTKR,1
30332,KOAA,1
30332,TALA,1
30332,BBR,1
30332,SOLA,1
30332,BZB,1
30332,BBDB,16
30332,EDG,1
30332,PPGT,1
30332,KIRP,1
30332,RMTR,1
30332,MJT,0
30333,MJT,120
30333,RMTR,1
30333,KIRP,1
30333,PPGT,1
30333,EDG,1
30333,BBDB,8
30333,BZB,1
30333,SOLA,1
30333,BBR,1
30333,TALA,1
30333,KOAA,1
30333,PTKR,1
30333,DDJ,1
30333,DDC,1
30333,DGNR,1
30333,BBT,1
30333,BRPK,1
30333,NBE,1
30333,MMG,1
30333,HHR,2
30333,BT,1
30333,BMG,1
30333,DTK,1
30333,BIRA,1
30333,GUMA,1
30333,ASKR,1
30333,HB,0
30342,BNJ,120
30342,CDP,1
30342,TKNR,1
30342,GBG,1
30342,MSL,1
30342,HB,1
30342,ASKR,1
30342,GUMA,1
30342,BIRA,1
30342,DTK,1
30342,BMG,1
30342,BT,1
30342,MMG,1
30342,BBT,1
30342,DDC,1
30342,DDJ,6
30342,PTKR,1
30342,KOAA,1
30342,TALA,1
30342,BBR,4
30342,SOLA,1
30342,BZB,1
30342,BBDB,1
30342,EDG,1
30342,PPGT,1
30342,KIRP,1
30342,RMTR,1
30342,MJT,0
30344,BNJ,120
30344,BNAA,1
30344,CDP,1
30344,TKNR,1
30344,GBG,1
30344,MSL,1
30344,SNHT,1
30344,HB,1
30344,ASKR,1
30344,GUMA,1
30344,BIRA,1
30344,DTK,1
30344,BMG,1
30344,BT,1
30344,HHR,1
30344,MMG,1
30344,NBE,1
30344,BRPK,1
30344,BBT,1
30344,DGNR,1
30344,DDC,1
30344,DDJ,1
30344,PTKR,1
30344,KOAA,1
30344,TALA,1
30344,BBR,1
30344,SOLA,1
30344,BZB,1
30344,BBDB,10
30344,EDG,1
30344,PPGT,1
30344,KIRP,1
30344,RMTR,1
30344,MJT,0
30346,BNJ,120
30346,BNAA,1
30346,CDP,1
30346,TKNR,1
30346,GBG,1
30346,MSL,1
30346,SNHT,1
30346,HB,1
30346,ASKR,1
30346,GUMA,1
30346,BIRA,1
30346,DTK,1
30346,BMG,1
30346,BT,1
30346,HHR,1
30346,MMG,1
30346,NBE,1
30346,BRPK,1
30346,BBT,1
30346,DGNR,1
30346,DDC,1
30346,DDJ,1
30346,PTKR,1
30346,KOAA,1
30346,TALA,1
30346,BBR,1
30346,SOLA,1
30346,BZB,1
30346,BBDB,6
30346,EDG,1
30346,PPGT,1
30346,KIRP,1
30346,RMTR,1
30346,MJT,0
30351,MJT,120
30351,NACC,1
30351,TLG,1
30351,LKF,1
30351,BLN,1
30351,PQS,1
30351,SGBA,1
30351,BNXR,1
30351,DDJ,1
30351,DDC,1
30351,DGNR,1
30351,BBT,1
30351,BRPK,1
30351,NBE,1
30351,MMG,1
30351,HHR,1
30351,BT,0
30353,MJT,120
30353,NACC,1
30353,TLG,1
30353,LKF,1
30353,BLN,1
30353,PQS,1
30353,SGBA,1
30353,BNXR,1
30353,DDJ,1
30353,DDC,1
30353,DGNR,1
30353,BBT,1
30353,BRPK,1
30353,NBE,1
30353,MMG,1
30353,HHR,1
30353,BT,1
30353,BMG,1
30353,DTK,0
30357,MJT,120
30357,NACC,1
30357,TLG,1
30357,LKF,1
30357,BLN,1
30357,PQS,1
30357,SGBA,1
30357,BNXR,1
30357,DDJ,1
30357,DDC,1
30357,DGNR,1
30357,BBT,1
30357,BRPK,1
30357,NBE,1
30357,MMG,0
30358,MMG,120
30358,NBE,1
30358,BRPK,1
30358,BBT,1
30358,DGNR,1
30358,DDC,1
30358,DDJ,1
30358,BNXR,1
30358,SGBA,1
30358,PQS,1
30358,BLN,1
30358,LKF,1
30358,TLG,1
30358,NACC,1
30358,MJT,0
30361,MJT,120
30361,NACC,1
30361,TLG,1
30361,LKF,1
30361,BLN,1
30361,PQS,1
30361,SGBA,1
30361,BNXR,1
30361,DDJ,1
30361,DDC,1
30361,BBT,1
30361,MMG,1
30361,BT,1
30361,KZPR,1
30361,KBGH,1
30361,BHKA,1
30361,SXC,1
30361,BGRD,1
30361,LBTL,1
30361,BSLA,1
30361,HRO,1
30361,KMZA,1
30361,MPE,1
30361,GGV,1
30361,CQR,1
30361,BBLA,1
30361,BSHT,1
30361,MPN,1
30361,NMDR,1
30361,TKF,1
30361,HNB,522
30411,BBDB,120
30411,EDG,1
30411,PPGT,1
30411,KIRP,1
30411,RMTR,1
30411,MJT,12
30411,NACC,1
30411,TLG,1
30411,LKF,1
30411,BLN,1
30411,SDAH,0
30412,SDAH,120
30412,BLN,1
30412,LKF,1
30412,TLG,1
30412,NACC,1
30412,MJT,4
30412,RMTR,1
30412,KIRP,1
30412,PPGT,4
30412,EDG,1
30412,BBDB,0
30413,BBDB,120
30413,EDG,1
30413,PPGT,7
30413,KIRP,1
30413,RMTR,1
30413,MJT,18
30413,NACC,1
30413,TLG,1
30413,LKF,1
30413,BLN,1
30413,SDAH,0
30414,SDAH,120
30414,BLN,1
30414,LKF,1
