,Train No,Station Code,SEQ
0,107,SWV,1
1,107,THVM,2
2,107,KRMI,3
3,107,MAO,4
4,108,MAO,1
5,108,KRMI,2
6,108,THVM,3
7,108,SWV,4
8,128,MAO,1
9,128,KRMI,2
10,128,THVM,3
11,128,SWV,4
12,128,KUDL,5
13,128,SNDD,6
14,128,KKW,7
15,128,VBW,8
16,128,RAJP,9
17,128,RN,10
18,128,SGR,11
19,128,CHI,12
20,128,KHED,13
21,128,MNI,14
22,128,ROHA,15
23,128,PNVL,16
24,128,KJT,17
25,128,LNL,18
26,128,PUNE,19
27,128,STR,20
28,128,MRJ,21
29,128,KOP,22
30,290,DSJ,1
31,290,GADJ,2
32,290,JP,3
33,290,DPA,4
34,290,SWM,5
35,290,COR,6
36,290,UDZ,7
37,290,JSM,8
38,290,MDB,9
39,290,FL,10
40,290,BTE,11
41,290,IDH,12
42,290,AGC,13
43,290,DSJ,14
44,401,AWB,1
45,401,MMR,2
46,401,BSL,3
47,401,KNW,4
48,401,JHS,5
49,401,CNB,6
50,401,LKO,7
51,401,BBK,8
52,401,AY,9
53,401,SHG,10
54,401,JNU,11
55,401,BSB,12
56,421,LKO,1
57,421,FGR,2
58,421,KSJ,3
59,421,BE,4
60,421,SVDK,5
61,422,SVDK,1
62,422,BE,2
63,422,KSJ,3
64,422,FGR,4
65,422,LKO,5
66,477,SSA,1
67,477,HSR,2
68,477,BNW,3
69,477,ROK,4
70,477,DSJ,5
71,477,CNB,6
72,477,MGS,7
73,477,MGS,8
74,477,CNB,9
75,477,DSJ,10
76,477,ROK,11
77,477,BNW,12
78,477,HSR,13
79,477,SSA,14
80,502,RJPB,1
81,502,MGS,2
82,502,CNB,3
83,502,DSJ,4
84,502,SNP,5
85,502,PNP,6
86,502,KUN,7
87,502,KKDE,8
88,502,UMB,9
89,504,PNBE,1
90,504,MGS,2
91,504,BTI,3
92,506,PNBE,1
93,506,MGS,2
94,506,PTA,3
95,557,URK,1
96,557,PJP,2
97,604,PNBE,1
98,604,MGS,2
99,604,ASR,3
100,1011,CSMT,1
101,1011,DR,2
102,1011,TNA,3
103,1011,KYN,4
104,1011,IGP,5
105,1011,NK,6
106,1011,MMR,7
107,1011,JL,8
108,1011,BSL,9
109,1011,MKU,10
110,1011,SEG,11
111,1011,AK,12
112,1011,MZR,13
113,1011,BD,14
114,1011,DMN,15
115,1011,PLO,16
116,1011,WR,17
117,1011,NGP,18
118,1037,LTT,1
119,1037,TNA,2
120,1037,PNVL,3
121,1037,ROHA,4
122,1037,KHED,5
123,1037,CHI,6
124,1037,RN,7
125,1037,KKW,8
126,1037,KUDL,9
127,1037,SWV,10
128,1038,SWV,1
129,1038,KUDL,2
130,1038,KKW,3
131,1038,RN,4
132,1038,CHI,5
133,1038,KHED,6
134,1038,ROHA,7
135,1038,PNVL,8
136,1038,TNA,9
137,1038,LTT,10
138,1045,LTT,1
139,1045,TNA,2
140,1045,PNVL,3
141,1045,ROHA,4
142,1045,KHED,5
143,1045,CHI,6
144,1045,RN,7
145,1045,KKW,8
146,1045,KUDL,9
147,1045,THVM,10
148,1045,KRMI,11
149,1119,AJNI,1
150,1119,WR,2
151,1119,PLO,3
152,1119,DMN,4
153,1119,BD,5
154,1119,AK,6
155,1119,SEG,7
156,1119,MKU,8
157,1119,BSL,9
158,1119,JL,10
159,1119,CSN,11
160,1119,MMR,12
161,1119,NK,13
162,1119,IGP,14
163,1119,KYN,15
164,1119,PNVL,16
165,1119,ROHA,17
166,1119,KHED,18
167,1119,CHI,19
168,1119,RN,20
169,1119,KKW,21
170,1119,KUDL,22
171,1119,THVM,23
172,1119,KRMI,24
173,1120,KRMI,1
174,1120,THVM,2
175,1120,KUDL,3
176,1120,KKW,4
177,1120,RN,5
178,1120,CHI,6
179,1120,KHED,7
180,1120,ROHA,8
181,1120,PNVL,9
182,1120,KYN,10
183,1120,IGP,11
184,1120,NK,12
185,1120,MMR,13
186,1120,CSN,14
187,1120,JL,15
188,1120,BSL,16
189,1120,MKU,17
190,1120,SEG,18
191,1120,AK,19
192,1120,BD,20
193,1120,DMN,21
194,1120,PLO,22
195,1120,WR,23
196,1120,AJNI,24
197,1122,KRMI,1
198,1122,THVM,2
199,1122,SWV,3
200,1122,KUDL,4
201,1122,KKW,5
202,1122,RN,6
203,1122,SGR,7
204,1122,CHI,8
205,1122,KHED,9
206,1122,ROHA,10
207,1122,PNVL,11
208,1122,TNA,12
209,1122,DR,13
210,1122,CSMT,14
211,1196,NGP,1
212,1196,WR,2
213,1196,PLO,3
214,1196,DMN,4
215,1196,BD,5
216,1196,AK,6
217,1196,SEG,7
218,1196,MKU,8
219,1196,BSL,9
220,1196,JL,10
221,1196,CSN,11
222,1196,MMR,12
223,1196,NK,13
224,1196,IGP,14
225,1196,KYN,15
226,1196,PNVL,16
227,1196,ROHA,17
228,1196,KHED,18
229,1196,CHI,19
230,1196,SGR,20
231,1196,RN,21
232,1196,KKW,22
233,1196,KUDL,23
234,1196,SWV,24
235,1196,THVM,25
236,1196,KRMI,26
237,1301,PUNE,1
238,1301,LNL,2
239,1301,PNVL,3
240,1301,ROHA,4
241,1301,KHED,5
242,1301,CHI,6
243,1301,RN,7
244,1301,KKW,8
245,1301,KUDL,9
246,1301,THVM,10
247,1301,MAO,11
248,1301,KAWR,12
249,1301,KT,13
250,1301,KUDA,14
251,1301,UD,15
252,1301,MULK,16
253,1301,MAJN,17
254,1302,MAJN,1
255,1302,MULK,2
256,1302,UD,3
257,1302,KUDA,4
258,1302,KT,5
259,1302,KAWR,6
260,1302,MAO,7
261,1302,THVM,8
262,1302,KUDL,9
263,1302,KKW,10
264,1302,RN,11
265,1302,CHI,12
266,1302,KHED,13
267,1302,ROHA,14
268,1302,PNVL,15
269,1302,LNL,16
270,1302,PUNE,17
271,1442,DSJ,1
272,1442,MTJ,2
273,1442,AGC,3
274,1442,GWL,4
275,1442,JHS,5
276,1442,BPL,6
277,1442,ET,7
278,1442,KNW,8
279,1442,BSL,9
280,1442,MMR,10
281,1442,DD,11
282,1442,PUNE,12
283,1442,KK,13
284,1655,PUNE,1
285,1655,DD,2
286,1655,ANG,3
287,1655,KPG,4
288,1655,MMR,5
289,1655,BSL,6
290,1655,KNW,7
291,1655,HD,8
292,1655,ET,9
293,1655,PPI,10
294,1655,NU,11
295,1655,MML,12
296,1655,JBP,13
297,1656,JBP,1
298,1656,MML,2
299,1656,NU,3
300,1656,PPI,4
301,1656,ET,5
302,1656,HD,6
303,1656,KNW,7
304,1656,BSL,8
305,1656,MMR,9
306,1656,KPG,10
307,1656,ANG,11
308,1656,DD,12
309,1656,PUNE,13
310,1705,BDTS,1
311,1705,BVI,2
312,1705,VAPI,3
313,1705,ST,4
314,1705,BRC,5
315,1705,RTM,6
316,1705,UJN,7
317,1705,BIH,8
318,1705,BPL,9
319,1705,HBD,10
320,1705,ET,11
321,1705,PPI,12
322,1705,NU,13
323,1705,JBP,14
324,1706,JBP,1
325,1706,NU,2
326,1706,PPI,3
327,1706,ET,4
328,1706,HBD,5
329,1706,BPL,6
330,1706,BIH,7
331,1706,UJN,8
332,1706,RTM,9
333,1706,BRC,10
334,1706,ST,11
335,1706,VAPI,12
336,1706,BVI,13
337,1706,BDTS,14
338,1707,JBP,1
339,1707,KMZ,2
340,1707,DMO,3
341,1707,SGO,4
342,1707,MAKR,5
343,1707,LAR,6
344,1707,JHS,7
345,1707,GWL,8
346,1707,AGC,9
347,1707,MTJ,10
348,1707,NDLS,11
349,1707,UMB,12
350,1707,LDH,13
351,1707,JUC,14
352,1707,BEAS,15
353,1707,ASR,16
354,1707,ATT,17
355,1708,ATT,1
356,1708,ASR,2
357,1708,BEAS,3
358,1708,JUC,4
359,1708,LDH,5
360,1708,UMB,6
361,1708,NDLS,7
362,1708,MTJ,8
363,1708,AGC,9
364,1708,GWL,10
365,1708,JHS,11
366,1708,LAR,12
367,1708,MAKR,13
368,1708,SGO,14
369,1708,DMO,15
370,1708,KMZ,16
371,1708,JBP,17
372,2025,CSMT,1
373,2025,DR,2
374,2025,TNA,3
375,2025,PNVL,4
376,2025,RN,5
377,2025,KUDL,6
378,2025,KRMI,7
379,2026,KRMI,1
380,2026,KUDL,2
381,2026,RN,3
382,2026,PNVL,4
383,2026,TNA,5
384,2026,DR,6
385,2026,CSMT,7
386,2191,JBP,1
387,2191,SHR,2
388,2191,KTE,3
389,2191,UMR,4
390,2191,SDL,5
391,2191,APR,6
392,2191,PND,7
393,2191,BSP,8
394,2191,CPH,9
395,2191,RIG,10
396,2191,JSG,11
397,2191,ROU,12
398,2191,CKP,13
399,2191,TATA,14
400,2191,KGP,15
401,2191,SRC,16
402,2192,SRC,1
403,2192,KGP,2
404,2192,TATA,3
405,2192,CKP,4
406,2192,ROU,5
407,2192,JSG,6
408,2192,RIG,7
409,2192,CPH,8
410,2192,BSP,9
411,2192,PND,10
412,2192,APR,11
413,2192,SDL,12
414,2192,UMR,13
415,2192,KTE,14
416,2192,SHR,15
417,2192,JBP,16
418,2195,REWA,1
419,2195,STA,2
420,2195,MYR,3
421,2195,JKE,4
422,2195,KTE,5
423,2195,DMO,6
424,2195,SGO,7
425,2195,BINA,8
426,2195,BHS,9
427,2195,BPL,10
428,2196,BPL,1
429,2196,BHS,2
430,2196,BINA,3
431,2196,SGO,4
432,2196,DMO,5
433,2196,KTE,6
434,2196,JKE,7
435,2196,MYR,8
436,2196,STA,9
437,2196,REWA,10
438,2515,TVC,1
439,2515,QLN,2
440,2515,KYJ,3
441,2515,MVLK,4
442,2515,CNGR,5
443,2515,TRVL,6
444,2515,KTYM,7
445,2515,ERN,8
446,2515,AWY,9
447,2515,TCR,10
448,2515,PGT,11
449,2515,CBE,12
450,2515,TUP,13
451,2515,ED,14
452,2515,SA,15
453,2515,JTJ,16
454,2515,KPD,17
455,2515,AJJ,18
456,2515,MAS,19
457,2515,OGL,20
458,2515,BZA,21
459,2515,RJY,22
460,2515,VSKP,23
461,2515,VZM,24
462,2515,CHE,25
463,2515,PSA,26
464,2515,BAM,27
465,2515,BALU,28
466,2515,KUR,29
467,2515,BBS,30
468,2515,CTC,31
469,2515,JJKR,32
470,2515,BHC,33
471,2515,BLS,34
472,2515,KGP,35
473,2515,SRC,36
474,2515,HWH,37
475,2515,BHP,38
476,2515,RPH,39
477,2515,PKR,40
478,2515,NFK,41
479,2515,MLDT,42
480,2515,KNE,43
481,2515,NJP,44
482,2515,DQG,45
483,2515,NCB,46
484,2515,NOQ,47
485,2515,KOJ,48
486,2515,NBQ,49
487,2515,BPRD,50
488,2515,RNY,51
489,2515,KYQ,52
490,2515,GHY,53
491,2515,HJI,54
492,2515,LMG,55
493,2515,NHGJ,56
494,2515,BPB,57
495,2515,SCL,58
496,2651,PLNI,1
497,2651,UDT,2
498,2651,POY,3
499,2652,POY,1
500,2652,UDT,2
501,2652,PLNI,3
502,2731,HYB,1
503,2731,SC,2
504,2731,MED,3
505,2731,KMC,4
506,2731,NZB,5
507,2731,DAB,6
508,2731,MUE,7
509,2731,NED,8
510,2731,PAU,9
511,2731,BMF,10
512,2731,HNL,11
513,2731,WHM,12
514,2731,AK,13
515,2731,MKU,14
516,2731,BAU,15
517,2731,KNW,16
518,2731,ET,17
519,2731,BPL,18
520,2731,UJN,19
521,2731,NAD,20
522,2731,RTM,21
523,2731,MDS,22
524,2731,NMH,23
525,2731,COR,24
526,2731,BHL,25
527,2731,AII,26
528,2731,KSG,27
529,2731,FL,28
530,2731,JP,29
531,2732,JP,1
532,2732,FL,2
533,2732,KSG,3
534,2732,AII,4
535,2732,BHL,5
536,2732,COR,6
537,2732,NMH,7
538,2732,MDS,8
539,2732,RTM,9
540,2732,NAD,10
541,2732,UJN,11
542,2732,BPL,12
543,2732,ET,13
544,2732,KNW,14
545,2732,BAU,15
546,2732,MKU,16
547,2732,AK,17
548,2732,WHM,18
549,2732,HNL,19
550,2732,BMF,20
551,2732,PAU,21
552,2732,NED,22
553,2732,MUE,23
554,2732,DAB,24
555,2732,NZB,25
556,2732,KMC,26
557,2732,MED,27
558,2732,SC,28
559,2732,HYB,29
560,2821,PUNE,1
561,2821,PNVL,2
562,2821,KYN,3
563,2821,BSL,4
564,2821,NGP,5
565,2821,DURG,6
566,2821,R,7
567,2821,BSP,8
568,2821,JSG,9
569,2821,ROU,10
570,2821,CKP,11
571,2821,TATA,12
572,2821,KGP,13
573,2821,SRC,14
574,2822,SRC,1
575,2822,KGP,2
576,2822,TATA,3
577,2822,CKP,4
578,2822,ROU,5
579,2822,JSG,6
580,2822,BSP,7
581,2822,R,8
582,2822,DURG,9
583,2822,NGP,10
584,2822,BSL,11
585,2822,KYN,12
586,2822,PNVL,13
587,2822,PUNE,14
588,2833,RJT,1
589,2833,WKR,2
590,2833,SUNR,3
591,2833,VG,4
592,2833,ADI,5
593,2833,ND,6
594,2833,ANND,7
595,2833,BRC,8
596,2833,BH,9
597,2833,ST,10
598,2833,NDB,11
599,2833,AN,12
600,2833,JL,13
601,2833,BSL,14
602,2833,MKU,15
603,2833,AK,16
604,2833,BD,17
605,2833,WR,18
606,2833,NGP,19
607,2833,G,20
608,2833,DURG,21
609,2833,R,22
610,2833,BSP,23
611,2833,JSG,24
612,2833,ROU,25
613,2833,CKP,26
614,2833,TATA,27
615,2833,KGP,28
616,2833,SRC,29
617,2834,SRC,1
618,2834,KGP,2
619,2834,TATA,3
620,2834,CKP,4
621,2834,ROU,5
622,2834,JSG,6
623,2834,BSP,7
624,2834,R,8
625,2834,DURG,9
626,2834,G,10
627,2834,NGP,11
628,2834,WR,12
629,2834,BD,13
630,2834,AK,14
631,2834,MKU,15
632,2834,BSL,16
633,2834,JL,17
634,2834,AN,18
635,2834,NDB,19
636,2834,ST,20
637,2834,BH,21
638,2834,BRC,22
639,2834,ANND,23
640,2834,ND,24
641,2834,ADI,25
642,2834,VG,26
643,2834,SUNR,27
644,2834,WKR,28
645,2834,RJT,29
646,2841,SRC,1
647,2841,KGP,2
648,2841,BHC,3
649,2841,CTC,4
650,2841,BBS,5
651,2841,KUR,6
652,2841,VSKP,7
653,2841,DVD,8
654,2841,RJY,9
655,2841,BZA,10
656,2841,NLR,11
657,2841,MAS,12
658,2842,MAS,1
659,2842,NLR,2
660,2842,BZA,3
661,2842,RJY,4
662,2842,DVD,5
663,2842,VSKP,6
664,2842,KUR,7
665,2842,BBS,8
666,2842,CTC,9
667,2842,BHC,10
668,2842,KGP,11
669,2842,SRC,12
670,2845,PUNE,1
671,2845,DD,2
672,2845,ANG,3
673,2845,KPG,4
674,2845,MMR,5
675,2845,BSL,6
676,2845,AK,7
677,2845,BD,8
678,2845,WR,9
679,2845,NGP,10
680,2845,G,11
681,2845,DURG,12
682,2845,R,13
683,2845,BSP,14
684,2845,JSG,15
685,2845,ROU,16
686,2845,HTE,17
687,2846,HTE,1
688,2846,ROU,2
689,2846,JSG,3
690,2846,BSP,4
691,2846,R,5
692,2846,DURG,6
693,2846,G,7
694,2846,NGP,8
695,2846,WR,9
696,2846,BD,10
697,2846,AK,11
698,2846,BSL,12
699,2846,MMR,13
700,2846,KPG,14
701,2846,ANG,15
702,2846,DD,16
703,2846,PUNE,17
704,3101,KOAA,1
705,3101,KGP,2
706,3101,BLS,3
707,3101,BHC,4
708,3101,JJKR,5
709,3101,CTC,6
710,3101,BBS,7
711,3101,KUR,8
712,3101,PURI,9
713,3102,PURI,1
714,3102,KUR,2
715,3102,BBS,3
716,3102,CTC,4
717,3102,JJKR,5
718,3102,BHC,6
719,3102,BLS,7
720,3102,KGP,8
721,3102,KOAA,9
722,3301,ASN,1
723,3301,BCQ,2
724,3301,STN,3
725,3301,ULT,4
726,3301,BRR,5
727,3301,KMME,6
728,3301,MMU,7
729,3301,TNW,8
730,3301,KAO,9
731,3301,CAM,10
732,3301,PKA,11
733,3301,DOKM,12
734,3301,DHN,13
735,3302,DHN,1
736,3302,DOKM,2
737,3302,PKA,3
738,3302,CAM,4
739,3302,KAO,5
740,3302,TNW,6
741,3302,MMU,7
742,3302,KMME,8
743,3302,BRR,9
744,3302,ULT,10
745,3302,STN,11
746,3302,BCQ,12
747,3302,ASN,13
748,3305,DHN,1
749,3305,KDS,2
750,3306,KDS,1
751,3306,DHN,2
752,3307,SZE,1
753,3307,TNO,2
754,3307,BDQ,3
755,3307,PLJE,4
756,3308,PLJE,1
757,3308,BDQ,2
758,3308,TNO,3
759,3308,SZE,4
760,3501,JSME,1
761,3501,PNBE,2
762,3501,MGS,3
763,3501,CNB,4
764,3501,ANVT,5
765,3502,ANVT,1
766,3502,CNB,2
767,3502,MGS,3
768,3502,PNBE,4
769,3502,JSME,5
770,4401,ANVT,1
771,4401,GZB,2
772,4401,MTC,3
773,4401,MOZ,4
774,4401,SRE,5
775,4401,YJUD,6
776,4401,UMB,7
777,4401,LDH,8
778,4401,JRC,9
779,4401,PTKC,10
780,4401,JAT,11
781,4401,UHP,12
782,4401,SVDK,13
783,4402,SVDK,1
784,4402,UHP,2
785,4402,JAT,3
786,4402,PTKC,4
787,4402,JRC,5
788,4402,LDH,6
789,4402,UMB,7
790,4402,YJUD,8
791,4402,SRE,9
792,4402,MOZ,10
793,4402,MTC,11
794,4402,GZB,12
795,4402,ANVT,13
796,4409,DLI,1
797,4409,UMB,2
798,4409,LDH,3
799,4409,PTKC,4
800,4409,JAT,5
801,4409,UHP,6
802,4409,SVDK,7
803,4410,SVDK,1
804,4410,UHP,2
805,4410,JAT,3
806,4410,PTKC,4
807,4410,LDH,5
808,4410,UMB,6
809,4410,DLI,7
810,4419,MAO,1
811,4419,THVM,2
812,4419,KUDL,3
813,4419,RN,4
814,4419,CHI,5
815,4419,ROHA,6
816,4419,PNVL,7
817,4419,BSR,8
818,4419,ST,9
819,4419,BRC,10
820,4419,RTM,11
821,4419,KOTA,12
822,4419,NZM,13
823,4420,NZM,1
824,4420,KOTA,2
825,4420,RTM,3
826,4420,BRC,4
827,4420,ST,5
828,4420,BSR,6
829,4420,PNVL,7
830,4420,ROHA,8
831,4420,CHI,9
832,4420,RN,10
833,4420,KUDL,11
834,4420,THVM,12
835,4420,MAO,13
836,4735,BKN,1
837,4735,NPS,2
838,4735,SDF,3
839,4735,SDGH,4
840,4735,RJR,5
841,4735,RTGH,6
842,4735,CUR,7
843,4735,SDLP,8
844,4735,LHU,9
845,4735,MHRG,10
846,4735,RE,11
847,4735,DLI,12
848,4735,DSA,13
849,4735,SMQL,14
850,4735,TPZ,15
851,4735,RK,16
852,4735,HW,17
853,4736,HW,1
854,4736,RK,2
855,4736,TPZ,3
856,4736,SMQL,4
857,4736,DSA,5
858,4736,DLI,6
859,4736,RE,7
860,4736,MHRG,8
861,4736,LHU,9
862,4736,SDLP,10
863,4736,CUR,11
864,4736,RTGH,12
865,4736,RJR,13
866,4736,SDGH,14
867,4736,SDF,15
868,4736,NPS,16
869,4736,BKN,17
870,4767,HMH,1
871,4767,JRKN,2
872,4767,HLW,3
873,4767,DPK,4
874,4767,BUGL,5
875,4767,BDSW,6
876,4767,SDS,7
877,4767,FSW,8
878,4767,BWC,9
879,4767,SGNR,10
880,4768,SGNR,1
881,4768,BWC,2
882,4768,FSW,3
883,4768,SDS,4
884,4768,BDSW,5
885,4768,BUGL,6
886,4768,DPK,7
887,4768,HLW,8
888,4768,JRKN,9
889,4768,HMH,10
890,4769,HMH,1
891,4769,JRKN,2
892,4769,HLW,3
893,4769,DPK,4
894,4769,BUGL,5
895,4769,BDSW,6
896,4769,SDS,7
897,4769,FSW,8
898,4769,BWC,9
899,4769,SGNR,10
900,4770,SGNR,1
901,4770,BWC,2
902,4770,FSW,3
903,4770,SDS,4
904,4770,BDSW,5
905,4770,BUGL,6
906,4770,DPK,7
907,4770,HLW,8
908,4770,JRKN,9
909,4770,HMH,10
910,4771,SDLP,1
911,4771,NRWI,2
912,4771,SDMK,3
913,4771,AUS,4
914,4771,TSD,5
915,4771,GAMI,6
916,4771,DPLN,7
917,4771,NHR,8
918,4771,KNNA,9
919,4771,ENB,10
920,4771,TLI,11
921,4771,TIBI,12
922,4771,SRKN,13
923,4771,HMO,14
924,4771,HMH,15
925,4771,JRKN,16
926,4771,HLW,17
927,4771,DPK,18
928,4771,BUGL,19
929,4771,BDSW,20
930,4771,SDS,21
931,4771,FSW,22
932,4771,BWC,23
933,4771,SGNR,24
934,4772,SGNR,1
935,4772,BWC,2
936,4772,FSW,3
937,4772,SDS,4
938,4772,BDSW,5
939,4772,BUGL,6
940,4772,DPK,7
941,4772,HLW,8
942,4772,JRKN,9
943,4772,HMH,10
944,4772,HMO,11
945,4772,SRKN,12
946,4772,TIBI,13
947,4772,TLI,14
948,4772,ENB,15
949,4772,KNNA,16
950,4772,NHR,17
951,4772,DPLN,18
952,4772,GAMI,19
953,4772,TSD,20
954,4772,AUS,21
955,4772,SDMK,22
956,4772,NRWI,23
957,4772,SDLP,24
958,4773,SGNR,1
959,4773,PRUR,2
960,4773,KESR,3
961,4773,DPT,4
962,4773,SRW,5
963,4773,ZPR,6
964,4773,GJS,7
965,4773,RSNR,8
966,4773,MNGR,9
967,4773,MSWA,10
968,4773,BUGY,11
969,4773,JES,12
970,4773,SRPR,13
971,4773,SRZ,14
972,4773,BNSR,15
973,4773,SOG,16
974,4774,SOG,1
975,4774,SRZ,2
976,4774,SRPR,3
977,4774,JES,4
978,4774,MNGR,5
979,4774,RSNR,6
980,4774,GJS,7
981,4774,SRW,8
982,4774,KESR,9
983,4774,SGNR,10
984,4801,PBC,1
985,4801,BIDD,2
986,4801,MKN,3
987,4802,MKN,1
988,4802,BIDD,2
989,4802,PBC,3
990,4831,JU,1
991,4831,GOTN,2
992,4831,MTD,3
993,4831,DNA,4
994,4831,KHTU,5
995,4831,CTKT,6
996,4831,DIA,7
997,4831,LAU,8
998,4831,SUJH,9
999,4831,RTGH,10
1000,4831,CUR,11
1001,4831,SDLP,12
1002,4831,SWNI,13
1003,4831,HSR,14
1004,4831,DUI,15
1005,4831,PTA,16
1006,4831,RPJ,17
1007,4831,UMB,18
1008,4831,JUDW,19
1009,4831,SRE,20
1010,4831,JWP,21
1011,4831,HW,22
1012,4832,HW,1
1013,4832,JWP,2
1014,4832,SRE,3
1015,4832,JUDW,4
1016,4832,UMB,5
1017,4832,RPJ,6
1018,4832,PTA,7
1019,4832,DUI,8
1020,4832,HSR,9
1021,4832,SWNI,10
1022,4832,SDLP,11
1023,4832,CUR,12
1024,4832,RTGH,13
1025,4832,SUJH,14
1026,4832,LAU,15
1027,4832,DIA,16
1028,4832,CTKT,17
1029,4832,KHTU,18
1030,4832,DNA,19
1031,4832,MTD,20
1032,4832,GOTN,21
1033,4832,JU,22
1034,4851,MTD,1
1035,4851,KQW,2
1036,4851,REN,3
1037,4851,JAC,4
1038,4851,JACN,5
1039,4851,DNA,6
1040,4851,KRC,7
1041,4851,KHTU,8
1042,4851,CTKT,9
1043,4851,PW,10
1044,4851,KKNA,11
1045,4851,MBSK,12
1046,4851,DIA,13
1047,4851,SVO,14
1048,4851,BLSD,15
1049,4851,LAU,16
1050,4851,SUJH,17
1051,4851,TLC,18
1052,4851,PIH,19
1053,4851,LOHA,20
1054,4851,RTGH,21
1055,4852,RTGH,1
1056,4852,LOHA,2
1057,4852,PIH,3
1058,4852,TLC,4
1059,4852,SUJH,5
1060,4852,LAU,6
1061,4852,BLSD,7
1062,4852,SVO,8
1063,4852,DIA,9
1064,4852,MBSK,10
1065,4852,KKNA,11
1066,4852,PW,12
1067,4852,CTKT,13
1068,4852,KHTU,14
1069,4852,KRC,15
1070,4852,DNA,16
1071,4852,JACN,17
1072,4852,JAC,18
1073,4852,REN,19
1074,4852,KQW,20
1075,4852,MTD,21
1076,4853,RTGH,1
1077,4853,MIO,2
1078,4853,SMNN,3
1079,4853,JOH,4
1080,4853,DEP,5
1081,4853,CUR,6
1082,4854,CUR,1
1083,4854,DEP,2
1084,4854,JOH,3
1085,4854,SMNN,4
1086,4854,MIO,5
1087,4854,RTGH,6
1088,4921,SRE,1
1089,4921,PKY,2
1090,4921,SSW,3
1091,4921,KNZ,4
1092,4921,YJUD,5
1093,4921,JUDW,6
1094,4921,DZP,7
1095,4921,MFB,8
1096,4921,RAA,9
1097,4921,TDW,10
1098,4921,KES,11
1099,4921,DOKY,12
1100,4921,UMB,13
1101,4922,UMB,1
1102,4922,DOKY,2
1103,4922,KES,3
1104,4922,TDW,4
1105,4922,RAA,5
1106,4922,MFB,6
1107,4922,DZP,7
1108,4922,JUDW,8
1109,4922,YJUD,9
1110,4922,KNZ,10
1111,4922,SSW,11
1112,4922,PKY,12
1113,4922,SRE,13
1114,4991,PTK,1
1115,4991,BHRL,2
1116,4991,SJNP,3
1117,4991,MDPB,4
1118,4991,KTHU,5
1119,4991,BDHY,6
1120,4991,CHNR,7
1121,4991,CKDL,8
1122,4991,HRNR,9
1123,4991,GHGL,10
1124,4991,SMBX,11
1125,4991,VJPJ,12
1126,4991,BBMN,13
1127,4991,JAT,14
1128,4992,JAT,1
1129,4992,BBMN,2
1130,4992,VJPJ,3
1131,4992,SMBX,4
1132,4992,GHGL,5
1133,4992,HRNR,6
1134,4992,CKDL,7
1135,4992,CHNR,8
1136,4992,BDHY,9
1137,4992,KTHU,10
1138,4992,MDPB,11
1139,4992,SJNP,12
1140,4992,BHRL,13
1141,4992,PTK,14
1142,5061,GKP,1
1143,5061,ANDN,2
1144,5061,NUH,3
1145,5061,SOT,4
1146,5061,BNY,5
1147,5062,BNY,1
1148,5062,SOT,2
1149,5062,NUH,3
1150,5062,ANDN,4
1151,5062,GKP,5
1152,5065,CPR,1
1153,5065,SV,2
1154,5065,THE,3
1155,5065,TOI,4
1156,5065,DUE,5
1157,5065,POU,6
1158,5065,RKL,7
1159,5065,CPJ,8
1160,5065,GKP,9
1161,5065,BST,10
1162,5065,MUR,11
1163,5065,GD,12
1164,5065,BBK,13
1165,5065,BNZ,14
1166,5065,LJN,15
1167,5066,LJN,1
1168,5066,BNZ,2
1169,5066,BBK,3
1170,5066,GD,4
1171,5066,MUR,5
1172,5066,BST,6
1173,5066,GKP,7
1174,5066,CPJ,8
1175,5066,RKL,9
1176,5066,POU,10
1177,5066,DUE,11
1178,5066,TOI,12
1179,5066,THE,13
1180,5066,SV,14
1181,5066,CPR,15
1182,5105,GKP,1
1183,5105,SWA,2
1184,5105,KLD,3
1185,5105,BST,4
1186,5106,BST,1
1187,5106,KLD,2
1188,5106,SWA,3
1189,5106,GKP,4
1190,5305,CPA,1
1191,5305,RPO,2
1192,5305,KAP,3
1193,5305,BJR,4
1194,5305,BLU,5
1195,5305,ARL,6
1196,5305,KJN,7
1197,5305,GHJ,8
1198,5305,KLJ,9
1199,5305,FGR,10
1200,5305,FBD,11
1201,5306,FBD,1
1202,5306,FGR,2
1203,5306,KLJ,3
1204,5306,GHJ,4
1205,5306,KJN,5
1206,5306,ARL,6
1207,5306,BLU,7
1208,5306,BJR,8
1209,5306,KAP,9
1210,5306,RPO,10
1211,5306,CPA,11
1212,5309,BC,1
1213,5309,IZN,2
1214,5309,BPR,3
1215,5309,BHI,4
1216,5309,KHH,5
1217,5309,LKU,6
1218,5310,LKU,1
1219,5310,KHH,2
1220,5310,BHI,3
1221,5310,BPR,4
1222,5310,IZN,5
1223,5310,BC,6
1224,5521,JMP,1
1225,5521,MGR,2
1226,5521,SBDP,3
1227,5521,UMNR,4
1228,5521,KGG,5
1229,5521,MNE,6
1230,5521,BHB,7
1231,5521,DHT,8
1232,5521,KFA,9
1233,5521,SBV,10
1234,5521,SBM,11
1235,5521,SHC,12
1236,5522,SHC,1
1237,5522,SBM,2
1238,5522,SBV,3
1239,5522,KFA,4
1240,5522,DHT,5
1241,5522,BHB,6
1242,5522,MNE,7
1243,5522,KGG,8
1244,5522,UMNR,9
