,Train No,Station Code,SEQ
173897,95113,ULNR,3
173898,95113,ABH,4
173899,95113,BUD,5
173900,95113,VGI,6
173901,95113,NRL,7
173902,95113,BVS,8
173903,95113,KJT,9
173904,95114,KJT,1
173905,95114,BVS,2
173906,95114,NRL,3
173907,95114,VGI,4
173908,95114,BUD,5
173909,95114,ABH,6
173910,95114,KYN,7
173911,95115,KYN,1
173912,95115,VLDI,2
173913,95115,ULNR,3
173914,95115,ABH,4
173915,95115,BUD,5
173916,95115,VGI,6
173917,95115,NRL,7
173918,95115,BVS,8
173919,95115,KJT,9
173920,95116,KJT,1
173921,95116,BVS,2
173922,95116,NRL,3
173923,95116,VGI,4
173924,95116,BUD,5
173925,95116,ABH,6
173926,95116,KYN,7
173927,95117,KYN,1
173928,95117,VLDI,2
173929,95117,ULNR,3
173930,95117,ABH,4
173931,95117,BUD,5
173932,95117,VGI,6
173933,95117,NRL,7
173934,95117,BVS,8
173935,95117,KJT,9
173936,95118,KJT,1
173937,95118,BVS,2
173938,95118,NRL,3
173939,95118,VGI,4
173940,95118,BUD,5
173941,95118,ABH,6
173942,95118,KYN,7
173943,95119,KYN,1
173944,95119,VLDI,2
173945,95119,ULNR,3
173946,95119,ABH,4
173947,95119,BUD,5
173948,95119,VGI,6
173949,95119,NRL,7
173950,95119,BVS,8
173951,95119,KJT,9
173952,95120,KJT,1
173953,95120,BVS,2
173954,95120,NRL,3
173955,95120,VGI,4
173956,95120,BUD,5
173957,95120,ABH,6
173958,95120,KYN,7
173959,95121,KYN,1
173960,95121,VLDI,2
173961,95121,ULNR,3
173962,95121,ABH,4
173963,95121,BUD,5
173964,95121,VGI,6
173965,95121,NRL,7
173966,95121,BVS,8
173967,95121,KJT,9
173968,95122,KJT,1
173969,95122,BVS,2
173970,95122,NRL,3
173971,95122,VGI,4
173972,95122,BUD,5
173973,95122,ABH,6
173974,95122,KYN,7
173975,95123,KYN,1
173976,95123,VLDI,2
173977,95123,ULNR,3
173978,95123,ABH,4
173979,95123,BUD,5
173980,95123,VGI,6
173981,95123,NRL,7
173982,95123,BVS,8
173983,95123,KJT,9
173984,95124,KJT,1
173985,95124,BVS,2
173986,95124,NRL,3
173987,95124,VGI,4
173988,95124,BUD,5
173989,95124,ABH,6
173990,95124,KYN,7
173991,95125,KYN,1
173992,95125,VLDI,2
173993,95125,ULNR,3
173994,95125,ABH,4
173995,95125,BUD,5
173996,95125,VGI,6
173997,95125,NRL,7
173998,95125,BVS,8
173999,95125,KJT,9
174000,95126,KJT,1
174001,95126,BVS,2
174002,95126,NRL,3
174003,95126,VGI,4
174004,95126,BUD,5
174005,95126,ABH,6
174006,95126,KYN,7
174007,95127,KYN,1
174008,95127,VLDI,2
174009,95127,ULNR,3
174010,95127,ABH,4
174011,95127,BUD,5
174012,95127,VGI,6
174013,95127,NRL,7
174014,95127,BVS,8
174015,95127,KJT,9
174016,95128,KJT,1
174017,95128,BVS,2
174018,95128,NRL,3
174019,95128,VGI,4
174020,95128,BUD,5
174021,95128,ABH,6
174022,95128,KYN,7
174023,95129,KYN,1
174024,95129,VLDI,2
174025,95129,ULNR,3
174026,95129,ABH,4
174027,95129,BUD,5
174028,95129,VGI,6
174029,95129,NRL,7
174030,95129,BVS,8
174031,95129,KJT,9
174032,95130,KJT,1
174033,95130,BVS,2
174034,95130,NRL,3
174035,95130,VGI,4
174036,95130,BUD,5
174037,95130,ABH,6
174038,95130,KYN,7
174039,95131,KYN,1
174040,95131,VLDI,2
174041,95131,ULNR,3
174042,95131,ABH,4
174043,95131,BUD,5
174044,95131,VGI,6
174045,95131,NRL,7
174046,95131,BVS,8
174047,95131,KJT,9
174048,95132,KJT,1
174049,95132,BVS,2
174050,95132,NRL,3
174051,95132,VGI,4
174052,95132,BUD,5
174053,95132,ABH,6
174054,95132,KYN,7
174055,95134,KJT,1
174056,95134,BVS,2
174057,95134,NRL,3
174058,95134,VGI,4
174059,95134,BUD,5
174060,95134,ABH,6
174061,95134,KYN,7
174062,95136,KJT,1
174063,95136,BVS,2
174064,95136,NRL,3
174065,95136,VGI,4
174066,95136,BUD,5
174067,95136,ABH,6
174068,95136,KYN,7
174069,95138,KJT,1
174070,95138,BVS,2
174071,95138,NRL,3
174072,95138,VGI,4
174073,95138,BUD,5
174074,95138,ABH,6
174075,95138,KYN,7
174076,95140,KJT,1
174077,95140,BVS,2
174078,95140,NRL,3
174079,95140,VGI,4
174080,95140,BUD,5
174081,95140,ABH,6
174082,95140,KYN,7
174083,95142,KJT,1
174084,95142,BVS,2
174085,95142,NRL,3
174086,95142,VGI,4
174087,95142,BUD,5
174088,95142,ABH,6
174089,95142,KYN,7
174090,95144,KJT,1
174091,95144,BVS,2
174092,95144,NRL,3
174093,95144,VGI,4
174094,95144,BUD,5
174095,95144,ABH,6
174096,95144,KYN,7
174097,95201,KYN,1
174098,95201,VLDI,2
174099,95201,ULNR,3
174100,95201,ABH,4
174101,95201,BUD,5
174102,95202,BUD,1
174103,95202,ABH,2
174104,95202,KYN,3
174105,95203,KYN,1
174106,95203,VLDI,2
174107,95203,ULNR,3
174108,95203,ABH,4
174109,95203,BUD,5
174110,95204,BUD,1
174111,95204,ABH,2
174112,95204,KYN,3
174113,95205,KYN,1
174114,95205,VLDI,2
174115,95205,ULNR,3
174116,95205,ABH,4
174117,95205,BUD,5
174118,95206,BUD,1
174119,95206,ABH,2
174120,95206,KYN,3
174121,95207,KYN,1
174122,95207,VLDI,2
174123,95207,ULNR,3
174124,95207,ABH,4
174125,95207,BUD,5
174126,95208,BUD,1
174127,95208,ABH,2
174128,95208,KYN,3
174129,95209,KYN,1
174130,95209,VLDI,2
174131,95209,ULNR,3
174132,95209,ABH,4
174133,95209,BUD,5
174134,95210,BUD,1
174135,95210,ABH,2
174136,95210,KYN,3
174137,95211,KYN,1
174138,95211,VLDI,2
174139,95211,ULNR,3
174140,95211,ABH,4
174141,95211,BUD,5
174142,95212,BUD,1
174143,95212,ABH,2
174144,95212,KYN,3
174145,95213,KYN,1
174146,95213,VLDI,2
174147,95213,ULNR,3
174148,95213,ABH,4
174149,95213,BUD,5
174150,95214,BUD,1
174151,95214,ABH,2
174152,95214,KYN,3
174153,95215,KYN,1
174154,95215,VLDI,2
174155,95215,ULNR,3
174156,95215,ABH,4
174157,95215,BUD,5
174158,95216,BUD,1
174159,95216,ABH,2
174160,95216,KYN,3
174161,95217,KYN,1
174162,95217,VLDI,2
174163,95217,ULNR,3
174164,95217,ABH,4
174165,95217,BUD,5
174166,95218,BUD,1
174167,95218,ABH,2
174168,95218,KYN,3
174169,95219,KYN,1
174170,95219,VLDI,2
174171,95219,ULNR,3
174172,95219,ABH,4
174173,95219,BUD,5
174174,95220,BUD,1
174175,95220,ABH,2
174176,95220,KYN,3
174177,95221,KYN,1
174178,95221,VLDI,2
174179,95221,ULNR,3
174180,95221,ABH,4
174181,95221,BUD,5
174182,95222,BUD,1
174183,95222,ABH,2
174184,95222,KYN,3
174185,95223,KYN,1
174186,95223,VLDI,2
174187,95223,ULNR,3
174188,95223,ABH,4
174189,95223,BUD,5
174190,95224,BUD,1
174191,95224,ABH,2
174192,95224,KYN,3
174193,95225,KYN,1
174194,95225,VLDI,2
174195,95225,ULNR,3
174196,95225,ABH,4
174197,95225,BUD,5
174198,95226,BUD,1
174199,95226,ABH,2
174200,95226,KYN,3
174201,95227,KYN,1
174202,95227,VLDI,2
174203,95227,ULNR,3
174204,95227,ABH,4
174205,95227,BUD,5
174206,95228,BUD,1
174207,95228,ABH,2
174208,95228,KYN,3
174209,95229,KYN,1
174210,95229,VLDI,2
174211,95229,ULNR,3
174212,95229,ABH,4
174213,95229,BUD,5
174214,95230,BUD,1
174215,95230,ABH,2
174216,95230,KYN,3
174217,95231,KYN,1
174218,95231,VLDI,2
174219,95231,ULNR,3
174220,95231,ABH,4
174221,95231,BUD,5
174222,95232,BUD,1
174223,95232,ABH,2
174224,95232,KYN,3
174225,95233,KYN,1
174226,95233,VLDI,2
174227,95233,ULNR,3
174228,95233,ABH,4
174229,95233,BUD,5
174230,95234,BUD,1
174231,95234,ABH,2
174232,95234,KYN,3
174233,95235,KYN,1
174234,95235,VLDI,2
174235,95235,ULNR,3
174236,95235,ABH,4
174237,95235,BUD,5
174238,95236,BUD,1
174239,95236,ABH,2
174240,95236,KYN,3
174241,95237,KYN,1
174242,95237,VLDI,2
174243,95237,ULNR,3
174244,95237,ABH,4
174245,95237,BUD,5
174246,95239,KYN,1
174247,95239,VLDI,2
174248,95239,ULNR,3
174249,95239,ABH,4
174250,95239,BUD,5
174251,95241,KYN,1
174252,95241,VLDI,2
174253,95241,ULNR,3
174254,95241,ABH,4
174255,95241,BUD,5
174256,95301,KYN,1
174257,95301,VLDI,2
174258,95301,ULNR,3
174259,95301,ABH,4
174260,95302,ABH,1
174261,95302,KYN,2
174262,95303,KYN,1
174263,95303,VLDI,2
174264,95303,ULNR,3
174265,95303,ABH,4
174266,95304,ABH,1
174267,95304,KYN,2
174268,95305,KYN,1
174269,95305,VLDI,2
174270,95305,ULNR,3
174271,95305,ABH,4
174272,95306,ABH,1
174273,95306,KYN,2
174274,95307,KYN,1
174275,95307,VLDI,2
174276,95307,ULNR,3
174277,95307,ABH,4
174278,95308,ABH,1
174279,95308,KYN,2
174280,95309,KYN,1
174281,95309,VLDI,2
174282,95309,ULNR,3
174283,95309,ABH,4
174284,95310,ABH,1
174285,95310,KYN,2
174286,95311,KYN,1
174287,95311,VLDI,2
174288,95311,ULNR,3
174289,95311,ABH,4
174290,95312,ABH,1
174291,95312,KYN,2
174292,95313,KYN,1
174293,95313,VLDI,2
174294,95313,ULNR,3
174295,95313,ABH,4
174296,95314,ABH,1
174297,95314,KYN,2
174298,95315,KYN,1
174299,95315,VLDI,2
174300,95315,ULNR,3
174301,95315,ABH,4
174302,95316,ABH,1
174303,95316,KYN,2
174304,95317,KYN,1
174305,95317,VLDI,2
174306,95317,ULNR,3
174307,95317,ABH,4
174308,95318,ABH,1
174309,95318,KYN,2
174310,95319,KYN,1
174311,95319,VLDI,2
174312,95319,ULNR,3
174313,95319,ABH,4
174314,95320,ABH,1
174315,95320,KYN,2
174316,95321,KYN,1
174317,95321,VLDI,2
174318,95321,ULNR,3
174319,95321,ABH,4
174320,95322,ABH,1
174321,95322,KYN,2
174322,95323,KYN,1
174323,95323,VLDI,2
174324,95323,ULNR,3
174325,95323,ABH,4
174326,95324,ABH,1
174327,95324,KYN,2
174328,95325,KYN,1
174329,95325,VLDI,2
174330,95325,ULNR,3
174331,95325,ABH,4
174332,95326,ABH,1
174333,95326,KYN,2
174334,95327,KYN,1
174335,95327,VLDI,2
174336,95327,ULNR,3
174337,95327,ABH,4
174338,95328,ABH,1
174339,95328,KYN,2
174340,95329,KYN,1
174341,95329,VLDI,2
174342,95329,ULNR,3
174343,95329,ABH,4
174344,95330,ABH,1
174345,95330,KYN,2
174346,95331,KYN,1
174347,95331,VLDI,2
174348,95331,ULNR,3
174349,95331,ABH,4
174350,95332,ABH,1
174351,95332,KYN,2
174352,95334,ABH,1
174353,95334,KYN,2
174354,95336,ABH,1
174355,95336,KYN,2
174356,95338,ABH,1
174357,95338,KYN,2
174358,95340,ABH,1
174359,95340,KYN,2
174360,95342,ABH,1
174361,95342,KYN,2
174362,95401,KYN,1
174363,95401,SHAD,2
174364,95401,ABY,3
174365,95401,TLA,4
174366,95401,KDV,5
174367,95401,VSD,6
174368,95401,ASO,7
174369,95401,ATG,8
174370,95401,THS,9
174371,95401,KE,10
174372,95401,OMB,11
174373,95401,KSRA,12
174374,95402,KSRA,1
174375,95402,OMB,2
174376,95402,KE,3
174377,95402,THS,4
174378,95402,ATG,5
174379,95402,ASO,6
174380,95402,VSD,7
174381,95402,KDV,8
174382,95402,TLA,9
174383,95402,KYN,10
174384,95403,KYN,1
174385,95403,SHAD,2
174386,95403,ABY,3
174387,95403,TLA,4
174388,95403,KDV,5
174389,95403,VSD,6
174390,95403,ASO,7
174391,95403,ATG,8
174392,95403,THS,9
174393,95403,KE,10
174394,95403,OMB,11
174395,95403,KSRA,12
174396,95404,KSRA,1
174397,95404,OMB,2
174398,95404,KE,3
174399,95404,THS,4
174400,95404,ATG,5
174401,95404,ASO,6
174402,95404,VSD,7
174403,95404,KDV,8
174404,95404,TLA,9
174405,95404,KYN,10
174406,95405,KYN,1
174407,95405,SHAD,2
174408,95405,ABY,3
174409,95405,TLA,4
174410,95405,KDV,5
174411,95405,VSD,6
174412,95405,ASO,7
174413,95405,ATG,8
174414,95405,THS,9
174415,95405,KE,10
174416,95405,OMB,11
174417,95405,KSRA,12
174418,95406,KSRA,1
174419,95406,OMB,2
174420,95406,KE,3
174421,95406,THS,4
174422,95406,ATG,5
174423,95406,ASO,6
174424,95406,VSD,7
174425,95406,KDV,8
174426,95406,TLA,9
174427,95406,KYN,10
174428,95407,KYN,1
174429,95407,SHAD,2
174430,95407,ABY,3
174431,95407,TLA,4
174432,95407,KDV,5
174433,95407,VSD,6
174434,95407,ASO,7
174435,95407,ATG,8
174436,95407,THS,9
174437,95407,KE,10
174438,95407,OMB,11
174439,95407,KSRA,12
174440,95408,KSRA,1
174441,95408,OMB,2
174442,95408,KE,3
174443,95408,THS,4
174444,95408,ATG,5
174445,95408,ASO,6
174446,95408,VSD,7
174447,95408,KDV,8
174448,95408,TLA,9
174449,95408,KYN,10
174450,95409,KYN,1
174451,95409,SHAD,2
174452,95409,ABY,3
174453,95409,TLA,4
174454,95409,KDV,5
174455,95409,VSD,6
174456,95409,ASO,7
174457,95409,ATG,8
174458,95409,THS,9
174459,95409,KE,10
174460,95409,OMB,11
174461,95409,KSRA,12
174462,95410,KSRA,1
174463,95410,OMB,2
174464,95410,KE,3
174465,95410,THS,4
174466,95410,ATG,5
174467,95410,ASO,6
174468,95410,VSD,7
174469,95410,KDV,8
174470,95410,TLA,9
174471,95410,KYN,10
174472,95411,KYN,1
174473,95411,SHAD,2
174474,95411,ABY,3
174475,95411,TLA,4
174476,95411,KDV,5
174477,95411,VSD,6
174478,95411,ASO,7
174479,95411,ATG,8
174480,95411,THS,9
174481,95411,KE,10
174482,95411,OMB,11
174483,95411,KSRA,12
174484,95412,KSRA,1
174485,95412,OMB,2
174486,95412,KE,3
174487,95412,THS,4
174488,95412,ATG,5
174489,95412,ASO,6
174490,95412,VSD,7
174491,95412,KDV,8
174492,95412,TLA,9
174493,95412,KYN,10
174494,95413,KYN,1
174495,95413,SHAD,2
174496,95413,ABY,3
174497,95413,TLA,4
174498,95413,KDV,5
174499,95413,VSD,6
174500,95413,ASO,7
174501,95413,ATG,8
174502,95413,THS,9
174503,95413,KE,10
174504,95413,OMB,11
174505,95413,KSRA,12
174506,95414,KSRA,1
174507,95414,OMB,2
174508,95414,KE,3
174509,95414,THS,4
174510,95414,ATG,5
174511,95414,ASO,6
174512,95414,VSD,7
174513,95414,KDV,8
174514,95414,TLA,9
174515,95414,KYN,10
174516,95415,KYN,1
174517,95415,SHAD,2
174518,95415,ABY,3
174519,95415,TLA,4
174520,95415,KDV,5
174521,95415,VSD,6
174522,95415,ASO,7
174523,95415,ATG,8
174524,95415,THS,9
174525,95415,KE,10
174526,95415,OMB,11
174527,95415,KSRA,12
174528,95416,KSRA,1
174529,95416,OMB,2
174530,95416,KE,3
174531,95416,THS,4
174532,95416,ATG,5
174533,95416,ASO,6
174534,95416,VSD,7
174535,95416,KDV,8
174536,95416,TLA,9
174537,95416,KYN,10
174538,95417,KYN,1
174539,95417,SHAD,2
174540,95417,ABY,3
174541,95417,TLA,4
174542,95417,KDV,5
174543,95417,VSD,6
174544,95417,ASO,7
174545,95417,ATG,8
174546,95417,THS,9
174547,95417,KE,10
174548,95417,OMB,11
174549,95417,KSRA,12
174550,95418,KSRA,1
174551,95418,OMB,2
174552,95418,KE,3
174553,95418,THS,4
174554,95418,ATG,5
174555,95418,ASO,6
174556,95418,VSD,7
174557,95418,KDV,8
174558,95418,TLA,9
174559,95418,KYN,10
174560,95419,KYN,1
174561,95419,SHAD,2
174562,95419,ABY,3
174563,95419,TLA,4
174564,95419,KDV,5
174565,95419,VSD,6
174566,95419,ASO,7
174567,95419,ATG,8
174568,95419,THS,9
174569,95419,KE,10
174570,95419,OMB,11
174571,95419,KSRA,12
174572,95420,KSRA,1
174573,95420,OMB,2
174574,95420,KE,3
174575,95420,THS,4
174576,95420,ATG,5
174577,95420,ASO,6
174578,95420,VSD,7
174579,95420,KDV,8
174580,95420,TLA,9
174581,95420,KYN,10
174582,95421,KYN,1
174583,95421,SHAD,2
174584,95421,ABY,3
174585,95421,TLA,4
174586,95421,KDV,5
174587,95421,VSD,6
174588,95421,ASO,7
174589,95421,ATG,8
174590,95421,THS,9
174591,95421,KE,10
174592,95421,OMB,11
174593,95421,KSRA,12
174594,95422,KSRA,1
174595,95422,OMB,2
174596,95422,KE,3
174597,95422,THS,4
174598,95422,ATG,5
174599,95422,ASO,6
174600,95422,VSD,7
174601,95422,KDV,8
174602,95422,TLA,9
174603,95422,KYN,10
174604,95423,KYN,1
174605,95423,SHAD,2
174606,95423,ABY,3
174607,95423,TLA,4
174608,95423,KDV,5
174609,95423,VSD,6
174610,95423,ASO,7
174611,95423,ATG,8
174612,95423,THS,9
174613,95423,KE,10
174614,95423,OMB,11
174615,95423,KSRA,12
174616,95424,KSRA,1
174617,95424,OMB,2
174618,95424,KE,3
174619,95424,THS,4
174620,95424,ATG,5
174621,95424,ASO,6
174622,95424,VSD,7
174623,95424,KDV,8
174624,95424,TLA,9
174625,95424,KYN,10
174626,95425,KYN,1
174627,95425,SHAD,2
174628,95425,ABY,3
174629,95425,TLA,4
174630,95425,KDV,5
174631,95425,VSD,6
174632,95425,ASO,7
174633,95425,ATG,8
174634,95425,THS,9
174635,95425,KE,10
174636,95425,OMB,11
174637,95425,KSRA,12
174638,95426,KSRA,1
174639,95426,OMB,2
174640,95426,KE,3
174641,95426,THS,4
174642,95426,ATG,5
174643,95426,ASO,6
174644,95426,VSD,7
174645,95426,KDV,8
174646,95426,TLA,9
174647,95426,KYN,10
174648,95428,KSRA,1
174649,95428,OMB,2
174650,95428,KE,3
174651,95428,THS,4
174652,95428,ATG,5
174653,95428,ASO,6
174654,95428,VSD,7
174655,95428,KDV,8
174656,95428,TLA,9
174657,95428,KYN,10
174658,95430,KSRA,1
174659,95430,OMB,2
174660,95430,KE,3
174661,95430,THS,4
174662,95430,ATG,5
174663,95430,ASO,6
174664,95430,VSD,7
174665,95430,KDV,8
174666,95430,TLA,9
174667,95430,KYN,10
174668,95501,KYN,1
174669,95501,SHAD,2
174670,95501,ABY,3
174671,95501,TLA,4
174672,95501,KDV,5
174673,95501,VSD,6
174674,95501,ASO,7
174675,95502,ASO,1
174676,95502,VSD,2
174677,95502,KDV,3
174678,95502,TLA,4
174679,95502,KYN,5
174680,95503,KYN,1
174681,95503,SHAD,2
174682,95503,ABY,3
174683,95503,TLA,4
174684,95503,KDV,5
174685,95503,VSD,6
174686,95503,ASO,7
174687,95504,ASO,1
174688,95504,VSD,2
174689,95504,KDV,3
174690,95504,TLA,4
174691,95504,KYN,5
174692,95505,KYN,1
174693,95505,SHAD,2
174694,95505,ABY,3
174695,95505,TLA,4
174696,95505,KDV,5
174697,95505,VSD,6
174698,95505,ASO,7
174699,95506,ASO,1
174700,95506,VSD,2
174701,95506,KDV,3
174702,95506,TLA,4
174703,95506,KYN,5
174704,95507,KYN,1
174705,95507,SHAD,2
174706,95507,ABY,3
174707,95507,TLA,4
174708,95507,KDV,5
174709,95507,VSD,6
174710,95507,ASO,7
174711,95508,ASO,1
174712,95508,VSD,2
174713,95508,KDV,3
174714,95508,TLA,4
174715,95508,KYN,5
174716,95509,KYN,1
174717,95509,SHAD,2
174718,95509,ABY,3
174719,95509,TLA,4
174720,95509,KDV,5
174721,95509,VSD,6
174722,95509,ASO,7
174723,95510,ASO,1
174724,95510,VSD,2
174725,95510,KDV,3
174726,95510,TLA,4
174727,95510,KYN,5
174728,95511,KYN,1
174729,95511,SHAD,2
174730,95511,ABY,3
174731,95511,TLA,4
174732,95511,KDV,5
174733,95511,VSD,6
174734,95511,ASO,7
174735,95512,ASO,1
174736,95512,VSD,2
174737,95512,KDV,3
174738,95512,TLA,4
174739,95512,KYN,5
174740,95513,KYN,1
174741,95513,SHAD,2
174742,95513,ABY,3
174743,95513,TLA,4
174744,95513,KDV,5
174745,95513,VSD,6
174746,95513,ASO,7
174747,95514,ASO,1
174748,95514,VSD,2
174749,95514,KDV,3
174750,95514,TLA,4
174751,95514,KYN,5
174752,95515,KYN,1
174753,95515,SHAD,2
174754,95515,ABY,3
174755,95515,TLA,4
174756,95515,KDV,5
174757,95515,VSD,6
174758,95515,ASO,7
174759,95516,ASO,1
174760,95516,VSD,2
174761,95516,KDV,3
174762,95516,TLA,4
174763,95516,KYN,5
174764,95517,KYN,1
174765,95517,SHAD,2
174766,95517,ABY,3
174767,95517,TLA,4
174768,95517,KDV,5
174769,95517,VSD,6
174770,95517,ASO,7
174771,95601,KYN,1
174772,95601,SHAD,2
174773,95601,ABY,3
174774,95601,TLA,4
174775,95602,TLA,1
174776,95602,KYN,2
174777,95603,KYN,1
174778,95603,SHAD,2
174779,95603,ABY,3
174780,95603,TLA,4
174781,95604,TLA,1
174782,95604,KYN,2
174783,95605,KYN,1
174784,95605,SHAD,2
174785,95605,ABY,3
174786,95605,TLA,4
174787,95606,TLA,1
174788,95606,KYN,2
174789,95607,KYN,1
174790,95607,SHAD,2
174791,95607,ABY,3
174792,95607,TLA,4
174793,95608,TLA,1
174794,95608,KYN,2
174795,95609,KYN,1
174796,95609,SHAD,2
174797,95609,ABY,3
174798,95609,TLA,4
174799,95610,TLA,1
174800,95610,KYN,2
174801,95611,KYN,1
174802,95611,SHAD,2
174803,95611,ABY,3
174804,95611,TLA,4
174805,95612,TLA,1
174806,95612,KYN,2
174807,95613,KYN,1
174808,95613,SHAD,2
174809,95613,ABY,3
174810,95613,TLA,4
174811,95614,TLA,1
174812,95614,KYN,2
174813,95615,KYN,1
174814,95615,SHAD,2
174815,95615,ABY,3
174816,95615,TLA,4
174817,95616,TLA,1
174818,95616,KYN,2
174819,95617,KYN,1
174820,95617,SHAD,2
174821,95617,ABY,3
174822,95617,TLA,4
174823,95619,KYN,1
174824,95619,SHAD,2
174825,95619,ABY,3
174826,95619,TLA,4
174827,95701,CSMT,1
174828,95701,BY,2
174829,95701,DR,3
174830,95701,CLA,4
174831,95701,TNA,5
174832,95701,DI,6
174833,95701,KYN,7
174834,95702,KYN,1
174835,95702,THK,2
174836,95702,DI,3
174837,95702,KOPR,4
174838,95702,DIVA,5
174839,95702,MBQ,6
174840,95702,KLVA,7
174841,95702,TNA,8
174842,95702,MLND,9
174843,95702,BND,10
174844,95702,VK,11
174845,95702,GC,12
174846,95702,CLA,13
174847,95702,MTN,14
174848,95702,PR,15
174849,95702,BY,16
174850,95702,CSMT,17
174851,95703,CSMT,1
174852,95703,BY,2
174853,95703,DR,3
174854,95703,CLA,4
174855,95703,GC,5
174856,95703,BND,6
174857,95703,TNA,7
174858,95703,DI,8
174859,95703,KYN,9
174860,95704,KYN,1
174861,95704,DI,2
174862,95704,TNA,3
174863,95704,MLND,4
174864,95704,GC,5
174865,95704,CLA,6
174866,95704,DR,7
174867,95704,BY,8
174868,95704,CSMT,9
174869,95705,CSMT,1
174870,95705,BY,2
174871,95705,DR,3
174872,95705,CLA,4
174873,95705,GC,5
174874,95705,MLND,6
174875,95705,TNA,7
174876,95705,DI,8
174877,95705,KYN,9
174878,95706,KYN,1
174879,95706,THK,2
174880,95706,DI,3
174881,95706,KOPR,4
174882,95706,DIVA,5
174883,95706,MBQ,6
174884,95706,KLVA,7
174885,95706,TNA,8
174886,95706,BND,9
174887,95706,GC,10
174888,95706,CLA,11
174889,95706,DR,12
174890,95707,CSMT,1
174891,95707,BY,2
174892,95707,DR,3
174893,95707,CLA,4
174894,95707,GC,5
174895,95707,BND,6
174896,95707,NHU,7
174897,95707,MLND,8
174898,95707,TNA,9
174899,95707,KLVA,10
174900,95707,MBQ,11
174901,95707,DIVA,12
174902,95707,KOPR,13
174903,95707,DI,14
174904,95707,THK,15
174905,95707,KYN,16
174906,95708,KYN,1
174907,95708,THK,2
174908,95708,DI,3
174909,95708,KOPR,4
174910,95708,DIVA,5
174911,95708,MBQ,6
174912,95708,KLVA,7
174913,95708,TNA,8
174914,95708,MLND,9
174915,95708,VK,10
174916,95708,CLA,11
174917,95708,DR,12
174918,95708,CSMT,13
174919,95709,CSMT,1
174920,95709,BY,2
174921,95709,DR,3
174922,95709,CLA,4
174923,95709,GC,5
174924,95709,BND,6
174925,95709,NHU,7
174926,95709,MLND,8
174927,95709,TNA,9
174928,95709,KLVA,10
174929,95709,MBQ,11
174930,95709,DIVA,12
174931,95709,KOPR,13
174932,95709,DI,14
174933,95709,THK,15
174934,95709,KYN,16
174935,95710,KYN,1
174936,95710,THK,2
174937,95710,DI,3
174938,95710,KOPR,4
174939,95710,DIVA,5
174940,95710,MBQ,6
174941,95710,KLVA,7
174942,95710,TNA,8
174943,95710,BND,9
174944,95710,GC,10
174945,95710,CLA,11
174946,95710,DR,12
174947,95710,BY,13
174948,95710,CSMT,14
174949,95711,CSMT,1
174950,95711,BY,2
174951,95711,DR,3
174952,95711,CLA,4
174953,95711,GC,5
174954,95711,VK,6
174955,95711,BND,7
174956,95711,NHU,8
174957,95711,MLND,9
174958,95711,TNA,10
174959,95711,KLVA,11
174960,95711,MBQ,12
174961,95711,DIVA,13
174962,95711,KOPR,14
174963,95711,DI,15
174964,95711,THK,16
174965,95711,KYN,17
174966,95712,KYN,1
174967,95712,DI,2
174968,95712,TNA,3
174969,95712,MLND,4
174970,95712,VK,5
174971,95712,CLA,6
174972,95712,DR,7
174973,95712,BY,8
174974,95712,CSMT,9
174975,95713,DR,1
174976,95713,CLA,2
174977,95713,GC,3
174978,95713,TNA,4
174979,95713,DI,5
174980,95713,KYN,6
174981,95714,KYN,1
174982,95714,THK,2
174983,95714,DI,3
174984,95714,KOPR,4
174985,95714,DIVA,5
174986,95714,MBQ,6
174987,95714,KLVA,7
174988,95714,TNA,8
174989,95714,MLND,9
174990,95714,VK,10
174991,95714,CLA,11
174992,95714,DR,12
174993,95714,BY,13
174994,95714,CSMT,14
174995,95715,CSMT,1
174996,95715,BY,2
174997,95715,DR,3
174998,95715,CLA,4
174999,95715,GC,5
175000,95715,BND,6
175001,95715,TNA,7
175002,95715,KLVA,8
175003,95715,MBQ,9
175004,95715,DIVA,10
175005,95715,KOPR,11
175006,95715,DI,12
175007,95715,THK,13
175008,95715,KYN,14
175009,95716,KYN,1
175010,95716,THK,2
175011,95716,DI,3
175012,95716,KOPR,4
175013,95716,DIVA,5
175014,95716,MBQ,6
175015,95716,KLVA,7
175016,95716,TNA,8
175017,95716,MLND,9
175018,95716,VK,10
175019,95716,CLA,11
175020,95716,DR,12
175021,95716,CSMT,13
175022,95717,CSMT,1
175023,95717,BY,2
175024,95717,DR,3
175025,95717,CLA,4
175026,95717,GC,5
175027,95717,TNA,6
175028,95717,DI,7
175029,95717,KYN,8
175030,95718,KYN,1
175031,95718,THK,2
175032,95718,DI,3
175033,95718,KOPR,4
175034,95718,DIVA,5
175035,95718,MBQ,6
175036,95718,KLVA,7
175037,95718,TNA,8
175038,95718,MLND,9
175039,95718,GC,10
175040,95718,CLA,11
175041,95718,DR,12
175042,95718,BY,13
175043,95718,CSMT,14
175044,95719,CSMT,1
175045,95719,BY,2
175046,95719,DR,3
175047,95719,CLA,4
175048,95719,GC,5
175049,95719,TNA,6
175050,95719,DI,7
175051,95719,KYN,8
175052,95720,KYN,1
175053,95720,THK,2
175054,95720,DI,3
175055,95720,KOPR,4
